,start time,end time,phone,word
100,99200000,99800000,UW1,YOU
101,99800000,99800000,sp,YOU
102,99800000,100100000,B,BE
103,100100000,100400000,IY0,BE
104,100400000,100400000,sp,BE
105,100400000,100700000,S,SWIFT
106,100700000,101300000,W,SWIFT
107,101300000,102800000,IH1,SWIFT
108,102800000,103100000,F,SWIFT
109,103100000,103400000,T,SWIFT
110,103400000,103400000,sp,SWIFT
111,103400000,103900000,EH1,AS
112,103900000,104200000,Z,AS
113,104200000,104200000,sp,AS
114,104200000,104500000,DH,THE
115,104500000,105600000,AH0,THE
116,105600000,105600000,sp,THE
117,105600000,105900000,W,WIND
118,105900000,106200000,IH1,WIND
119,106200000,106500000,N,WIND
120,106500000,106800000,D,WIND
121,106800000,106800000,sp,WIND
122,106800000,107500000,AY1,I
123,107500000,107500000,sp,I
124,107500000,109000000,W,WILL
125,109000000,110300000,AH0,WILL
126,110300000,110700000,L,WILL
127,110700000,110700000,sp,WILL
128,110700000,111000000,B,BEAT
129,111000000,114900000,IY1,BEAT
130,114900000,117900000,T,BEAT
131,117900000,117900000,sp,BEAT
132,117900000,118700000,Y,YOU
133,118700000,124900000,UW1,YOU
134,124900000,124900000,sp,YOU
135,124900000,125400000,IH0,IN
136,125400000,126000000,N,IN
137,126000000,126000000,sp,IN
138,126000000,129400000,AH0,A
139,129400000,129400000,sp,A
140,129400000,130800000,R,RACE
141,130800000,132000000,EY1,RACE
142,132000000,132300000,S,RACE
143,132300000,132300000,sp,RACE
144,132300000,132600000,DH,THE
145,132600000,133700000,AH1,THE
146,133700000,133700000,sp,THE
147,133700000,135100000,HH,HARE
148,135100000,135700000,EH1,HARE
149,135700000,136000000,R,HARE
150,136000000,136000000,sp,HARE
151,136000000,136300000,B,BELIEVING
152,136300000,137000000,IH0,BELIEVING
153,137000000,137600000,L,BELIEVING
154,137600000,139500000,IY1,BELIEVING
155,139500000,139800000,V,BELIEVING
156,139800000,140600000,IH0,BELIEVING
157,140600000,141200000,NG,BELIEVING
158,141200000,141200000,sp,BELIEVING
159,141200000,141700000,HH,HER
160,141700000,144100000,ER0,HER
161,144100000,144100000,sp,HER
162,144100000,144700000,AH0,ASSERTION
163,144700000,145000000,S,ASSERTION
164,145000000,146700000,ER1,ASSERTION
165,146700000,147500000,SH,ASSERTION
166,147500000,148000000,AH0,ASSERTION
167,148000000,148300000,N,ASSERTION
168,148300000,148300000,sp,ASSERTION
169,148300000,148600000,T,TO
170,148600000,153200000,UW1,TO
171,153200000,153200000,sp,TO
172,153200000,153800000,B,BE
173,153800000,155000000,IY1,BE
174,155000000,155000000,sp,BE
175,155000000,155300000,S,SIMPLY
176,155300000,156600000,IH1,SIMPLY
177,156600000,156900000,M,SIMPLY
178,156900000,157500000,P,SIMPLY
179,157500000,158000000,L,SIMPLY
180,158000000,158300000,IY0,SIMPLY
181,158300000,158300000,sp,SIMPLY
182,158300000,159000000,IH0,IMPOSSIBLE
183,159000000,159300000,M,IMPOSSIBLE
184,159300000,159600000,P,IMPOSSIBLE
185,159600000,160300000,AA1,IMPOSSIBLE
186,160300000,160600000,S,IMPOSSIBLE
187,160600000,161600000,AH0,IMPOSSIBLE
188,161600000,162000000,B,IMPOSSIBLE
189,162000000,163500000,AH0,IMPOSSIBLE
190,163500000,164000000,L,IMPOSSIBLE
191,164000000,164000000,sp,IMPOSSIBLE
192,164000000,164300000,T,TO
193,164300000,169200000,UW1,TO
194,169200000,169200000,sp,TO
195,169200000,169600000,DH,THE
196,169600000,170400000,AH0,THE
197,170400000,170400000,sp,THE
198,170400000,170900000,P,PROPOSAL
199,170900000,175500000,R,PROPOSAL
200,175500000,176000000,AH0,PROPOSAL
201,176000000,176300000,P,PROPOSAL
202,176300000,176900000,OW1,PROPOSAL
203,176900000,177200000,Z,PROPOSAL
204,177200000,178500000,AH0,PROPOSAL
205,178500000,179000000,L,PROPOSAL
206,179000000,179000000,sp,PROPOSAL
207,179000000,179700000,AH0,AND
208,179700000,180000000,N,AND
209,180000000,180000000,sp,AND
210,180000000,180300000,DH,THEY
211,180300000,182500000,EY1,THEY
212,182500000,182500000,sp,THEY
213,182500000,183500000,AH0,AGREED
214,183500000,185200000,G,AGREED
215,185200000,186300000,R,AGREED
216,186300000,187000000,IY1,AGREED
217,187000000,187300000,D,AGREED
218,187300000,187300000,sp,AGREED
219,187300000,187600000,DH,THAT
220,187600000,188400000,AH0,THAT
221,188400000,189100000,T,THAT
222,189100000,189100000,sp,THAT
223,189100000,189400000,DH,THE
224,189400000,192600000,IY0,THE
225,192600000,192600000,sp,THE
226,192600000,192900000,F,FOX
227,192900000,193600000,AA1,FOX
228,193600000,194300000,K,FOX
229,194300000,194600000,S,FOX
230,194600000,194600000,sp,FOX
231,194600000,195000000,SH,SHOULD
232,195000000,197200000,UH1,SHOULD
233,197200000,197800000,D,SHOULD
234,197800000,197800000,sp,SHOULD
235,197800000,198100000,CH,CHOOSE
236,198100000,200200000,UW1,CHOOSE
237,200200000,200500000,Z,CHOOSE
238,200500000,200500000,sp,CHOOSE
239,200500000,200800000,DH,THE
240,200800000,207100000,IY0,THE
241,207100000,207100000,sp,THE
242,207100000,207500000,G,GOAL
243,207500000,208000000,OW1,GOAL
244,208000000,208400000,L,GOAL
245,208400000,208400000,sp,GOAL
246,208400000,208700000,AH0,AND
247,208700000,209100000,N,AND
248,209100000,210000000,D,AND
249,210000000,210000000,sp,AND
250,210000000,210300000,S,SET
251,210300000,211200000,EH1,SET
252,211200000,211500000,T,SET
253,211500000,211500000,sp,SET
254,211500000,211800000,DH,THE
255,211800000,212600000,AH0,THE
256,212600000,212600000,sp,THE
257,212600000,213200000,K,COURSE
258,213200000,215500000,AO1,COURSE
259,215500000,216500000,R,COURSE
260,216500000,216800000,S,COURSE
261,216800000,216800000,sp,COURSE
262,216800000,217800000,AA1,ON
263,217800000,218100000,N,ON
264,218100000,218100000,sp,ON
265,218100000,218400000,DH,THE
266,218400000,219100000,AH0,THE
267,219100000,219100000,sp,THE
268,219100000,219400000,D,DAY
269,219400000,219700000,EY1,DAY
270,219700000,219700000,sp,DAY
271,219700000,221400000,AH0,APPOINTED
272,221400000,221700000,P,APPOINTED
273,221700000,223600000,OY1,APPOINTED
274,223600000,223900000,N,APPOINTED
275,223900000,224300000,T,APPOINTED
276,224300000,226200000,AH0,APPOINTED
277,226200000,227100000,D,APPOINTED
278,227100000,227100000,sp,APPOINTED
279,227100000,227400000,F,FOR
280,227400000,228800000,ER0,FOR
281,228800000,228800000,sp,FOR
282,228800000,229100000,DH,THE
283,229100000,231500000,AH0,THE
284,231500000,231500000,sp,THE
285,231500000,232900000,R,RACE
286,232900000,233500000,EY1,RACE
287,233500000,233800000,S,RACE
288,233800000,233800000,sp,RACE
289,233800000,234100000,DH,THE
290,234100000,235200000,AH1,THE
291,235200000,235200000,sp,THE
292,235200000,235600000,T,TWO
293,235600000,244800000,UW1,TWO
294,244800000,244800000,sp,TWO
295,244800000,245100000,S,STARTED
296,245100000,245400000,T,STARTED
297,245400000,245900000,AA1,STARTED
298,245900000,246200000,R,STARTED
299,246200000,246500000,T,STARTED
300,246500000,246800000,AH0,STARTED
301,246800000,247800000,D,STARTED
302,247800000,247800000,sp,STARTED
303,247800000,248300000,T,TOGETHER
304,248300000,248900000,AH0,TOGETHER
305,248900000,249500000,G,TOGETHER
306,249500000,249800000,EH1,TOGETHER
307,249800000,250100000,DH,TOGETHER
308,250100000,250400000,ER0,TOGETHER
309,250400000,250400000,sp,TOGETHER
310,250400000,250700000,DH,THE
311,250700000,251000000,AH0,THE
312,251000000,251000000,sp,THE
313,251000000,251300000,T,TORTOISE
314,251300000,251800000,AO1,TORTOISE
315,251800000,252600000,R,TORTOISE
316,252600000,252900000,T,TORTOISE
317,252900000,253500000,AH0,TORTOISE
318,253500000,253800000,S,TORTOISE
319,253800000,253800000,sp,TORTOISE
320,253800000,255400000,N,NEVER
321,255400000,256400000,EH1,NEVER
322,256400000,256700000,V,NEVER
323,256700000,257000000,ER0,NEVER
324,257000000,257000000,sp,NEVER
325,257000000,257300000,F,FOR
326,257300000,259200000,AO1,FOR
327,259200000,260200000,R,FOR
328,260200000,260200000,sp,FOR
329,260200000,260900000,EY1,A
330,260900000,260900000,sp,A
331,260900000,261600000,M,MOMENT
332,261600000,262700000,OW1,MOMENT
333,262700000,263200000,M,MOMENT
334,263200000,263600000,AH0,MOMENT
335,263600000,264300000,N,MOMENT
336,264300000,265200000,T,MOMENT
337,265200000,265200000,sp,MOMENT
338,265200000,265500000,S,STOPPED
339,265500000,266100000,T,STOPPED
340,266100000,268800000,AA1,STOPPED
341,268800000,269100000,P,STOPPED
342,269100000,273300000,T,STOPPED
343,273300000,273300000,sp,STOPPED
344,273300000,273800000,B,BUT
345,273800000,274700000,AH1,BUT
346,274700000,275700000,T,BUT
347,275700000,275700000,sp,BUT
348,275700000,276000000,W,WENT
349,276000000,277200000,EH1,WENT
350,277200000,277700000,N,WENT
351,277700000,278000000,T,WENT
352,278000000,278000000,sp,WENT
353,278000000,281200000,AA1,ON
354,281200000,281500000,N,ON
355,281500000,281500000,sp,ON
356,281500000,281800000,W,WITH
357,281800000,282300000,IH1,WITH
358,282300000,282600000,DH,WITH
359,282600000,282600000,sp,WITH
360,282600000,284900000,AH0,A
361,284900000,284900000,sp,A
362,284900000,285200000,S,SLOW
363,285200000,286200000,L,SLOW
364,286200000,287800000,OW1,SLOW
365,287800000,287800000,sp,SLOW
366,287800000,288500000,AH0,AND
367,288500000,288900000,N,AND
368,288900000,289600000,D,AND
369,289600000,289600000,sp,AND
370,289600000,289900000,S,STEADY
371,289900000,290500000,T,STEADY
372,290500000,292400000,EH1,STEADY
373,292400000,293600000,D,STEADY
374,293600000,295000000,IY0,STEADY
375,295000000,295000000,sp,STEADY
376,295000000,295300000,P,PACE
377,295300000,297200000,EY1,PACE
378,297200000,297500000,S,PACE
379,297500000,297500000,sp,PACE
380,297500000,297800000,S,STRAIGHT
381,297800000,298400000,T,STRAIGHT
382,298400000,299600000,R,STRAIGHT
383,299600000,300200000,EY1,STRAIGHT
384,300200000,300500000,T,STRAIGHT
385,300500000,300500000,sp,STRAIGHT
386,300500000,301200000,T,TO
387,301200000,301900000,UW1,TO
388,301900000,301900000,sp,TO
389,301900000,302200000,DH,THE
390,302200000,303200000,AH0,THE
391,303200000,303200000,sp,THE
392,303200000,304200000,EH1,END
393,304200000,304600000,N,END
394,304600000,304900000,D,END
395,304900000,304900000,sp,END
396,304900000,305200000,AH0,OF
397,305200000,305500000,V,OF
398,305500000,305500000,sp,OF
399,305500000,305800000,DH,THE
400,305800000,306400000,AH0,THE
401,306400000,306400000,sp,THE
402,306400000,307500000,K,COURSE
403,307500000,309500000,AO1,COURSE
404,309500000,310400000,R,COURSE
405,310400000,310700000,S,COURSE
406,310700000,310700000,sp,COURSE
407,310700000,311000000,DH,THE
408,311000000,316100000,IY0,THE
409,316100000,316100000,sp,THE
410,316100000,319400000,HH,HARE
411,319400000,321800000,EH1,HARE
412,321800000,322100000,R,HARE
413,322100000,322100000,sp,HARE
414,322100000,325100000,L,LYING
415,325100000,325400000,AY1,LYING
416,325400000,325700000,IH0,LYING
417,325700000,326000000,NG,LYING
418,326000000,326000000,sp,LYING
419,326000000,326700000,D,DOWN
420,326700000,329100000,AW1,DOWN
421,329100000,329400000,N,DOWN
422,329400000,329400000,sp,DOWN
423,329400000,329900000,B,BY
424,329900000,332100000,AY1,BY
425,332100000,332100000,sp,BY
426,332100000,332600000,DH,THE
427,332600000,334700000,AH0,THE
428,334700000,334700000,sp,THE
429,334700000,336100000,W,WAYSIDE
430,336100000,336600000,EY1,WAYSIDE
431,336600000,337900000,S,WAYSIDE
432,337900000,340500000,AY2,WAYSIDE
433,340500000,344700000,D,WAYSIDE
434,344700000,344700000,sp,WAYSIDE
435,344700000,345000000,F,FELL
436,345000000,348400000,EH1,FELL
437,348400000,348700000,L,FELL
438,348700000,348700000,sp,FELL
439,348700000,349000000,F,FAST
440,349000000,350700000,AE1,FAST
441,350700000,351400000,S,FAST
442,351400000,351700000,T,FAST
443,351700000,351700000,sp,FAST
444,351700000,354000000,AH0,ASLEEP
445,354000000,354300000,S,ASLEEP
446,354300000,354600000,L,ASLEEP
447,354600000,357300000,IY1,ASLEEP
448,357300000,364500000,P,ASLEEP
449,364500000,364500000,sp,ASLEEP
450,364500000,369100000,AE1,AT
451,369100000,369600000,T,AT
452,369600000,369600000,sp,AT
453,369600000,371100000,L,LAST
454,371100000,372900000,AE1,LAST
455,372900000,373200000,S,LAST
456,373200000,373200000,sp,LAST
457,373200000,374200000,W,WAKING
458,374200000,374500000,EY1,WAKING
459,374500000,375000000,K,WAKING
460,375000000,375300000,IH0,WAKING
461,375300000,376200000,NG,WAKING
462,376200000,376200000,sp,WAKING
463,376200000,379700000,AH1,UP
464,379700000,380500000,P,UP
465,380500000,380500000,sp,UP
466,380500000,381100000,AH0,AND
467,381100000,381500000,N,AND
468,381500000,381500000,sp,AND
469,381500000,382500000,M,MOVING
470,382500000,383300000,UW1,MOVING
471,383300000,383600000,V,MOVING
472,383600000,384100000,IH0,MOVING
473,384100000,384500000,NG,MOVING
474,384500000,384500000,sp,MOVING
475,384500000,384900000,EH1,AS
476,384900000,385600000,Z,AS
477,385600000,385600000,sp,AS
478,385600000,385900000,F,FAST
479,385900000,387300000,AE1,FAST
480,387300000,387600000,S,FAST
481,387600000,387900000,T,FAST
482,387900000,387900000,sp,FAST
483,387900000,389500000,EH1,AS
484,389500000,390200000,Z,AS
485,390200000,390200000,sp,AS
486,390200000,391300000,HH,HE
487,391300000,393200000,IY1,HE
488,393200000,393200000,sp,HE
489,393200000,394300000,K,COULD
490,394300000,397000000,UH1,COULD
491,397000000,399600000,D,COULD
492,399600000,399600000,sp,COULD
493,399600000,400800000,HH,HE
494,400800000,401100000,IY1,HE
495,401100000,401100000,sp,HE
496,401100000,402300000,S,SAW
497,402300000,403300000,AO1,SAW
498,403300000,403300000,sp,SAW
499,403300000,403600000,DH,THE
500,403600000,405200000,AH0,THE
501,405200000,405200000,sp,THE
502,405200000,406000000,T,TORTOISE
503,406000000,407800000,AO1,TORTOISE
504,407800000,408400000,R,TORTOISE
505,408400000,408700000,T,TORTOISE
506,408700000,409000000,AH0,TORTOISE
507,409000000,409300000,S,TORTOISE
508,409300000,409300000,sp,TORTOISE
509,409300000,409700000,HH,HAD
510,409700000,410800000,AE1,HAD
511,410800000,411200000,D,HAD
512,411200000,411200000,sp,HAD
513,411200000,412200000,R,REACHED
514,412200000,412900000,IY1,REACHED
515,412900000,413200000,CH,REACHED
516,413200000,413700000,T,REACHED
517,413700000,413700000,sp,REACHED
518,413700000,414000000,DH,THE
519,414000000,414500000,AH0,THE
520,414500000,414500000,sp,THE
521,414500000,415200000,G,GOAL
522,415200000,416300000,OW1,GOAL
523,416300000,416600000,L,GOAL
524,416600000,416600000,sp,GOAL
525,416600000,417900000,AE1,AND
526,417900000,418300000,N,AND
527,418300000,418300000,sp,AND
528,418300000,418600000,W,WAS
529,418600000,419400000,AO1,WAS
530,419400000,420800000,Z,WAS
531,420800000,420800000,sp,WAS
532,420800000,422900000,K,COMFORTABLY
533,422900000,423600000,AH1,COMFORTABLY
534,423600000,424200000,M,COMFORTABLY
535,424200000,424500000,F,COMFORTABLY
536,424500000,425000000,ER0,COMFORTABLY
537,425000000,425300000,T,COMFORTABLY
538,425300000,427900000,AH0,COMFORTABLY
539,427900000,428200000,B,COMFORTABLY
540,428200000,430700000,L,COMFORTABLY
541,430700000,431100000,IY0,COMFORTABLY
542,431100000,431100000,sp,COMFORTABLY
543,431100000,431700000,D,DOZING
544,431700000,438700000,OW1,DOZING
545,438700000,439200000,Z,DOZING
546,439200000,439500000,IH0,DOZING
547,439500000,439800000,NG,DOZING
548,439800000,439800000,sp,DOZING
549,439800000,440100000,AE1,AFTER
550,440100000,440400000,F,AFTER
551,440400000,441200000,T,AFTER
552,441200000,443300000,ER0,AFTER
553,443300000,443300000,sp,AFTER
554,443300000,443600000,HH,HER
555,443600000,449700000,ER0,HER
556,449700000,449700000,sp,HER
557,449700000,450000000,F,FATIGUE
558,450000000,450600000,AH0,FATIGUE
559,450600000,450900000,T,FATIGUE
560,450900000,451300000,IY1,FATIGUE
561,451300000,451600000,G,FATIGUE
562,451600000,451600000,sp,FATIGUE
563,451600000,451900000,S,SLOW
564,451900000,452400000,L,SLOW
565,452400000,454600000,OW1,SLOW
566,454600000,454600000,sp,SLOW
567,454600000,454900000,B,BUT
568,454900000,455800000,AH1,BUT
569,455800000,456400000,T,BUT
570,456400000,456400000,sp,BUT
571,456400000,456700000,S,STEADY
572,456700000,457700000,T,STEADY
573,457700000,460100000,EH1,STEADY
574,460100000,460800000,D,STEADY
575,460800000,461100000,IY0,STEADY
576,461100000,461100000,sp,STEADY
577,461100000,461900000,W,WINS
578,461900000,462200000,IH1,WINS
579,462200000,463400000,N,WINS
580,463400000,464500000,Z,WINS
581,464500000,464500000,sp,WINS
582,464500000,464800000,DH,THE
583,464800000,465700000,AH0,THE
584,465700000,465700000,sp,THE
585,465700000,468200000,R,RACE
586,468200000,471400000,EY1,RACE
587,471400000,471700000,S,RACE
588,471700000,471700000,sp,RACE
589,471700000,475900000,sil,sil
